n,mae,rmse,median_ae,winner_pct,brier,log_loss,season
43,13.212933010761889,16.368670905043754,13.095676324013617,81.3953488372093,0.16540289141192607,0.5237659521703509,2018
43,11.254023676078832,15.071063635974715,8.063652360630435,76.74418604651163,0.15464180747387768,0.46822069316402715,2019
46,14.424839718841255,18.52252438047695,11.924159756517703,67.3913043478261,0.2007453558875962,0.5941654149541512,2021
52,11.415035017713608,15.402717095806196,7.56287972391975,82.6923076923077,0.1221540044506472,0.3824129302337744,2022
50,12.018519554189645,15.895517368315097,8.970560613530196,82.0,0.14130963674985406,0.46359681039486944,2023
35,12.680828008528866,15.541456730574168,11.000688507276443,74.28571428571429,0.1819236694789144,0.5229631783835968,2024
43,12.378000214392017,16.149433861947283,9.307296687003648,79.06976744186046,0.14732734565372127,0.44604323489422004,2025
